Date,Open,High,Low,Close,Volume
2020-12-31,117.798,135.105,116.835,129.171,2386117245
2021-01-31,129.977,141.231,123.033,128.454,2301989386
2021-02-28,130.202,134.416,115.421,118.212,1881785562
2021-03-31,120.647,125.489,113.288,119.085,2719074924
2021-04-30,120.558,133.639,119.407,128.161,1938602003
2021-05-31,128.729,130.705,119.377,121.688,1753672657
2021-06-30,122.148,134.191,120.243,133.756,1645147391
2021-07-31,133.406,146.486,132.579,142.442,1965186032
2021-08-31,142.931,150.119,141.328,148.499,1496531997
2021-09-30,149.483,153.803,138.156,138.384,1838344031
2021-10-31,138.775,149.806,135.231,146.505,1600242625
2021-11-30,145.711,162.3,144.444,161.905,1726887807
2021-12-31,164.037,178.387,154.559,173.918,2496931196
2022-01-31,174.172,179.18,151.517,171.187,2153530838
2022-02-28,170.44,173.239,149.068,161.935,1661675396
2022-03-31,161.513,176.146,147.204,171.236,2223798748
2022-04-30,170.667,175.047,152.38,154.609,1721087858
2022-05-31,153.684,163.271,130.241,146.182,2445371626
2022-06-30,147.224,149.031,126.735,134.279,1781104456
2022-07-31,133.609,160.707,133.239,159.609,1473681284
2022-08-31,158.136,173.244,154.547,154.627,1536028499
2022-09-30,154.059,161.549,135.724,135.92,2119737064
2022-10-31,135.93,154.902,132.153,150.811,1899714259
2022-11-30,152.522,152.885,132.384,145.829,1751428993
2022-12-31,146.008,148.678,123.999,128,1701011731
2023-01-31,128.343,145.041,122.325,142.146,1465431965
2023-02-28,141.831,155.042,139.22,145.441,1325958698
2023-03-31,144.868,162.796,141.976,162.698,1541046404
2023-04-30,162.075,167.581,157.646,167.413,982905888
2023-05-31,167.019,177.199,162.115,175.124,1291637160
2023-06-30,175.569,192.148,174.809,191.642,1313617799
2023-07-31,191.456,195.855,184.362,194.094,1008463246
2023-08-31,193.881,194.373,170.127,185.869,1338822856
2023-09-30,187.466,187.954,165.834,169.386,1352287788
2023-10-31,169.396,180.397,163.904,168.949,1185481799
2023-11-30,169.177,191.126,168.306,188.173,1110747295
2023-12-31,188.55,197.752,185.697,190.729,1073221714
2024-01-31,185.397,194.542,178.483,182.674,1198705200
2024-02-29,182.264,189.264,177.574,179.286,1171670772
2024-03-31,178.098,179.069,167.126,170.092,1444842629
2024-04-30,169.804,176.916,162.747,168.951,1256002859
2024-05-31,168.207,191.698,167.742,190.953,1346409613
2024-06-30,191.598,218.715,190.853,209.198,1735693559
2024-07-31,210.66,235.63,210.49,220.581,1161025753
2024-08-31,222.857,231.616,194.677,227.718,1129579083
2024-09-30,227.271,231.785,212.722,231.696,1239327668
2024-10-31,228.236,236.161,220.092,224.646,936074628
2024-11-30,219.728,236.74,218.481,236.262,895933124
2024-12-31,236.202,258.929,236.093,249.292,982364989
2025-01-31,247.809,247.978,218.392,234.937,1205720214
2025-02-28,228.954,249.148,224.684,241.015,865516623
2025-03-31,240.965,243.196,207.71,221.373,1119119852
2025-04-30,219.056,224.422,168.633,211.776,1612814728
2025-05-31,208.367,213.829,192.591,200.428,1198977920
2025-06-30,199.859,206.954,194.66,204.739,1102821406
2025-07-31,206.231,215.776,205.707,207.134,1082209547
2025-08-31,210.422,234.892,201.077,231.915,1219915265
2025-09-30,229.028,257.351,225.731,254.383,1266763226
2025-10-31,254.793,277.051,243.764,270.108,1098205911
2025-11-30,270.158,280.38,265.32,278.85,877813393
2025-12-31,278.01,288.62,266.95,271.86,924529010
2026-01-31,272.255,277.84,243.42,259.48,1040017271
2026-02-28,260.03,280.905,255.45,266.18,766483123
